Title,Year,Rating,Votes:,Time,Genre,Stars,Short Story
One Spring Night,(2019),7.9,"2,102",35 min,"Drama, Romance","Jung Hae-In, Han Ji-min, Jun-han Kim, Yi-An Ha","
A couple in their 30s has dated for many years. When they begin to discuss marriage, they begin to look upon their relationship in a different light."
In the SOOP BTS Ver.,(2020– ),9.5,593,-,Reality-TV,"RM, Jin, Suga, J-Hope","
The members of BTS enjoy the beauty of the SOOP as they create their own schedules in advance and each spend time enjoying their hobbies. From painting to canoeing, the seven of them will be spending time together in the same place."
Weightlifting Fairy Kim Bok-Joo,(2016–2017),8.4,"6,987",60 min,"Comedy, Romance","Lee Song-Kyoung, Nam Joo-Hyuk, Jae-yoon Lee, Hye-Jung Cho","
A coming-of-age story about a group of college athletes who are fighting for their dreams, experiencing and finding love in the process, and growing every step of the way."
Tower of God,(2020),7.7,"4,621",23 min,"Animation, Action, Adventure","Matthew David Rudd, Cherami Leigh, Johnny Yong Bosch, Scott Whyte","
Reach the top, and everything will be yours. At the top of the tower exists everything in this world, and all of it can be yours."
Æon Flux,(1991–1995),7.8,"6,064",30 min,"Animation, Adventure, Sci-Fi","Denise Poirier, John Rafter Lee, Julia Fletcher, Alex Fernandez","
Æon Flux is a mysterious and amoral secret agent from the country of Monica. Her motives or background are left unexplained, as are those of her antagonist/love, Trevor Goodchild. On her ...                See full summary »
"
Lovers of the Red Sky,(2021– ),7.8,556,70 min,"Drama, Fantasy, History","Kim Yoo-jeong, Ahn Hyo-Seop, Myoung Gong, Si-Yang Kwak","
Set during the Joseon era, Hong Chun Gi is a female painter with genius like painting talent. She is picked as the first female painter of the Dohwaseo. For her, painting is everything. One day, she meets Ha Ram."
The God of High School,(2020),7.3,"5,081",24 min,"Animation, Action, Adventure","Robbie Daymond, Tara Sands, Landon McDonald, Tatsumaru Tachibana","
A tournament takes place to determine the best fighter among all high school students in Korea."
Rookie Historian Goo Hae-Ryung,(2019),8.2,"1,633",35 min,"Drama, History, Romance","Shin Se-Kyung, Cha Eun-Woo, Ji-Hoon Lee, Gi-woong Park","
Set in the early 19th century. Goo Hae Ryung works as a historian. Female historians like Goo Hae Ryung are generally looked down upon because of their gender. Yet, Goo Hae Ryung fulfills ...                See full summary »
"
Extraordinary You,(2019),7.8,"2,335",35 min,"Comedy, Fantasy, Romance","Kim Hye-Yoon, Kim Ro Woon, Jae-Wook Lee, Na-Eun Lee","
What would you do if you found out that you were, in fact, a character in a comic? And an extra character on top of that? Change the course of the story, obviously."
Prison Playbook,(2017–2018),8.5,"2,752",90 min,"Comedy, Drama","Park Hae-soo, Jung Kyung-ho, Krystal Jung, Kyoo-hyung Lee","
Baseball pitcher Kim Je-hyeok becomes a convict overnight after being sent to prison for defending his sister from a sexual assault, days before he was due to fly to the US to join the Boston Red Sox."
Craig of the Creek,(2018– ),7.1,"1,886",30 min,"Animation, Short, Adventure","Philip Solomon, Michael Croner, Noël Wells, Ben Levin","
Craig of the Creek follows a young boy, Craig, and his two friends, Kelsey and JP, as they go on adventures within a world of untamed, kid-dominated wilderness in the creek."
My Secret Romance,(2017),7.1,"2,773",47 min,"Comedy, Romance","Ji-eun Song, Sung Hoon, Jae-young Kim, Da-Sol Jeong","
Jin-wook and Yoo-mi meet at a Gangwon-do resort and get caught up in a series of misunderstandings and accidents. Yoo-mi was charmed by Jin-wook's sly and playful personality, and they ...                See full summary »
"
Skylanders Academy,(2016–2018),6.6,693,25 min,"Animation, Action, Adventure","Justin Long, Ashley Tisdale, Jonathan Banks, Chris Diamantopoulos","
""Skylanders Academy"" follows the heroic adventures of Spyro, Eruptor, Stealth Elf, Jet-Vac and Pop Fizz as they travel the vast Skylands universe, protecting it from evil-doers."
Fight for My Way,(2017),8.1,"5,038",70 min,"Comedy, Romance","Seo Jun Park, Kim Ji-Won, Jae-hong Ahn, Song Ha-Yoon","
Ko Dong Man, a high school Taekwondo champion who is now pursuing a career in the UFC, and Choi Ae Ra, a dynamic girl whose desire is to become a famous announcer, have been best friends ...                See full summary »
"
Because This Is My First Life,(2017),8.1,"3,708",70 min,"Comedy, Drama, Romance","Lee Min-ki, Jung So-Min, Esom, Byeong-eun Park","
Ji Ho is a single woman. She's a writing assistant of dramas. She's a strong and determined woman. Unfortunately, she has to leave her house and seeks other place to live. Her friends help her to find a roommate. That roommate is Se Hee."
Touch Your Heart,(2019),7.7,"2,463",60 min,"Comedy, Romance","Lee Dong-Wook, Sang-woo Lee, Sung Yoon Son, Oh Jeong-Se","
A romance between a lawyer and a top actress, whose life goes downhill after becoming caught up in a scandal with a third generation chaebol. She fakes her position to become the lawyer's ...                See full summary »
"
New World,(2021– ),8.2,61,-,Reality-TV,"Kai, Lee Seung-gi, Hee-chul Kim, Bo Ah Cho","
In this reality show, six celebs strategize and sabotage to earn virtual currency they can cash in on the final day of their stay on a utopian island."
Save Me,(2017–2019),8.0,"1,249",60 min,"Mystery, Thriller","Jo Jae-yoon, Ho-jin Chun, Tae-goo Eom, Esom","
A young girl coming to a small town with her family. And through tragic events getting involved with a religious cult."
Dr. Romantic,(2016–2020),8.3,"1,908",60 min,"Drama, Romance","Han Suk-kyu, Woo-min Byeon, Jin Kyung, Min-Jae Kim","
""Romantic Doctor Kim"" is a ""real doctor"" story set in a small, humble hospital called Dol Dam Hospital. It is a story about people who meet Kim Sa Bu (Han Suk Kyu), a genius doctor, and discover ""real romance."""
The Marvelous Misadventures of Flapjack,(2008–2010),7.8,"13,068",11 min,"Animation, Short, Adventure","Brian Doyle-Murray, Thurop Van Orman, Jeff Bennett, Steve Little","
The comical seafaring adventures of a young, enthusiastic boy, his pirate captain mentor, and the talking whale that raised him from birth."
Pinocchio,(2014–2015),8.1,"6,276",59 min,"Drama, Mystery, Romance","Lee Jong-Suk, Park Shin-Hye, Lee Pil-mo, Kim Hae-sook","
A young boy, whose life and family has been destroyed by new media, gets adopted by a family in a rural area after being found lost at sea. He conceals his past for 13 years. But then the girl he loves, a reporter, finds out the truth."
Search: WWW,(2019),7.9,"1,073",70 min,"Drama, Romance","Lim Soo-jung, Hye-jin Jeon, Lee Da-hee, Jang Ki-Yong","
Bae Ta Mi works as a director for a big web portal company. She is in her late 30s and is quite competitive. With her competitiveness, Ta Mi enjoys success. The methods she uses to win has ...                See full summary »
"
Suspicious Partner,(2017),7.9,"4,082",30 min,"Comedy, Crime, Romance","Ji Chang-Wook, Nam Ji-Hyun, Choi Tae-Joon, Nara","
Eun Bong Hee is a prosecutor trainee who unfortunately becomes a murder suspect. Noh Ji Wook who is a prosecutor tries to help Eun Bong Hee but loses his job in the process. After the ...                See full summary »
"
Navillera,(2021– ),8.8,"1,692",60 min,Drama,"In-hwan Park, Song Kang, Moon-hee Na, Hong Seung-hee","
A 70-year-old with a dream and a 23-year-old with a gift lift each other out of harsh realities and rise to the challenge of becoming ballerinos."
Mine,(2021– ),7.8,966,70 min,"Drama, Mystery","Lee Bo-young, Kim Seo-hyeong, Ja-Yeon Ok, Hyun-Wook Lee","
Encaged in a gold-clad life of secrets and lies, two women in a conglomerate family seek to topple all that stands in their way of finding true joy."
She Was Pretty,(2015),7.7,"4,388",60 min,"Comedy, Romance","Hwang Jeong-eum, Seo Jun Park, Jun-hee Ko, Si Won Choi","
When Ji Sung-Joon was young, he was ugly. As he grew up, he began to have an attractive appearance. When Kim Hye-Jin was young, she was pretty. As she grew up, she became ugly. Ji Sung-Joon tries to find his first love."
Eobiseu,(2019),7.1,"1,750",60 min,"Crime, Fantasy, Romance","Park Bo-Young, Ahn Hyo-Seop, Lee Si-eon, Sung-Jae Lee","
After meeting an untimely demise in separate incidents, Cha Min and Go Se-yeon discover they've come back to life in new bodies they don't recognize."
Secret Garden,(2010–2011),8.1,"6,270",60 min,"Comedy, Drama, Fantasy","Ha Ji-Won, Hyun Bin, Yoon Sang-Hyun, Sa-rang Kim","
A rich young CEO falls for a poor stuntwoman despite class differences, cultural traditions and the man's firmly objecting mother."
School 2021,(2021– ),8.0,23,-,"Romance, Comedy","Kim Yo-han, Young Woo Chu, Yi-Hyun Cho, Hwang Boreum-Byeol","
The story of students of a specialized high school seeking their ambitions, rather than going off to college. It will delve into how these students learn about love, friendship, true passions, and growing up in an intense environment."
I'm Not a Robot,(2017–2018),8.0,"4,301",35 min,"Comedy, Romance, Sci-Fi","Seung-eon Hwang, Se-wan Park, Yoo Seung-ho, Chae Soo-bin","
Kim Min Gyu has wealth and success, but lives an isolated life due to his allergy of people. He then meets and falls in love with a girl who is pretending to be a robot for her ex-boyfriend, a genius robots professor."
SKY Castle,(2018–2019),8.7,"2,425",75 min,"Drama, Mystery","Jung-ah Yum, Tae-ran Lee, Yun Se-ah, Na-ra Oh","
A satirical drama that closely looks at the materialistic desires of upper-class parents in South Korea and how they ruthlessly secure the successes of their families at the cost of destroying others' lives."
Uncontrollably Fond,(2016),7.8,"2,437",60 min,"Drama, Romance","Woo-bin Kim, Bae Suzy, Ju-hwan Lim, Lim Ju-Eun","
The memory of their painful breakup still fresh in their minds, two former lovers reunite years later as a top actor and a documentary producer."
Cinderella and the Four Knights,(2016),7.3,"3,337",60 min,"Comedy, Romance","Il-Woo Jung, Ahn Jae-Hyun, So-dam Park, Jung Shin Lee","
A young girl who lives with her cruel stepmother and sister, accidentally meets 3 young and rich cousins who live a luxury life in a big mansion and is hired by the boys grandpa to look after their bad behavior."
She Would Never Know,(2021),7.5,458,65 min,"Romance, Drama","Jin-ah Won, Kim Ro Woon, Hyun-Wook Lee, Joo-Bin Lee","
Based on a popular 2017 Web Novel of the same name, it tells the love story between a lovely ""sunbae"" and a bold ""hoobae""."
Good Doctor,(2013),8.1,"1,719",65 min,"Drama, Romance","Joo Won, Moon Chae-Won, Sang-uk Joo, Gyo-jin In","
A medical drama about a surgical resident with autistic disorder and savant syndrome."
Chief of Staff,(2019– ),8.0,457,60 min,Drama,"Lee Jung-jae, Shin Min-a, Dong-jun Kim, Kim Kap-su","
As a chief of staff in the National Assembly, Jang Tae-jun influences power behind the scenes while pursuing his own ambitions to rise to the top."
The 1st Shop of Coffee Prince,(2007),8.2,"4,963",55 min,"Comedy, Drama, Romance","Gong Yoo, Yun Eun-hye, Sun-kyun Lee, Jeong-an Chae","
A tomboy, mistaken for a lad, maintains the deception for the sake of employment. The situation becomes complicated when her male boss begins to develop feelings for this ""boy."""
The Bride of Habaek,(2017),6.9,"2,216",70 min,"Fantasy, Romance","Nam Joo-Hyuk, Shin Se-Kyung, Ju-hwan Lim, Kyu Sun Park","
The Water God Habaek visits earth to fulfill his mission with the help of his servant in the human world, named psychiatrist Yoon So Ah, whose ancestor have promised to serve The Water God ...                See full summary »
"
Mad for Each Other,(2021– ),7.9,"1,211",30 min,"Comedy, Drama, Romance","Woo Jung, Yeon-Seo Oh, Su-Hyun Lee, Lee Hye-Ra","
Bothered to realize they are next-door neighbors and share a psychiatrist, a man and a woman find it's impossible to stay out of each other's way."
Chip 'n' Dale Rescue Rangers,(1988–1990),7.6,"18,425",22 min,"Animation, Action, Adventure","Corey Burton, Tress MacNeille, Jim Cummings, Peter Cullen","
Disney's fun-loving chipmunks are re-imagined as the leaders of a team of pint-sized crime-fighters."
Totally Spies!,(2001–2014),7.0,"9,636",22 min,"Animation, Action, Adventure","Janice Kawaye, Charlie Schlatter, Andrea Baker, Jennifer Hale","
Three teenage girls from Beverly Hills attempt to balance their lives as high school (later university) students with their undercover work as super-spies, battling an array of bizarre criminals."
My ID Is Gangnam Beauty,(2018),7.4,"3,167",60 min,"Comedy, Romance","Soo-hyang Im, Cha Eun-Woo, Woo-Ri Jo, Kwak Dong-yeon","
Kang Mi Rae recovers her self esteem after being bullied as she gets to know Do Kyung Suk after getting plastic surgery. Then she gets called the ""Gangnam plastic surgery monster."""
Young Lady and Gentleman,(2021– ),8.9,25,70 min,"Comedy, Drama, Family","Garrison Michael Farquharson-Keener, Kim Young-ok, Lee Se-Hee, Hyun-Woo Ji","
Lee Young Kook is a widower with three children. He decides to hire Park Dan Dan as a live-in tutor for his kids and he becomes attracted to her despite the age difference. Probably because...                See full summary »
"
Youth of May,(2021– ),8.6,773,65 min,"Drama, History, Romance","Lee Do-Hyun, Go Min-Si, Sang-yi Lee, Sae-Rok Keum","
Set in 1980s during the Gwangju Uprising, Youth of May tells the love story of a medical student Hwang Hee Tae and a nurse Kim Myung Hee."
Son: The Guest,(2018– ),8.2,"1,327",65 min,"Drama, Horror, Mystery","Dong-wook Kim, Kim Jae-Wook, Jung Eun-chae, Park Ho-San","
A psychic, a Catholic priest, and a detective team up to fight crimes caused by supernatural forces."
Muppet Babies,(2018– ),6.6,558,23 min,"Animation, Short, Adventure","Matt Danner, Dee Bradley Baker, Eric Bauza, Melanie Harrison","
Baby versions of Jim Henson's famous Muppet characters go on wacky adventures through their imaginations"
The Crowned Clown,(2019),7.9,703,80 min,"Drama, History, Romance","Yeo Jin-gu, Se-yeong Lee, Kim Sang-kyung, Hae-hyo Kwon","
The story takes place in Joseon period, when power struggles surrounding the throne had reached extreme levels. In order to escape those who plan to assassinate him, the King puts a clown, who looks exactly like him, on the throne."
Backstreet Rookie,(2020),7.5,"1,704",60 min,"Action, Comedy, Romance","Kim Yoo-jeong, Ji Chang-Wook, Sun Hwa Han, Eum Moon Suk","
A former troublemaker applies for a job at a convenience store owned by the same man who ran errands for her a few years ago."
When the Camellia Blooms,(2019),8.0,"2,091",30 min,"Comedy, Drama, Romance","Kong Hyo-Jin, Ji-seok Kim, Kang Ha-Neul, Oh Jeong-Se","
A love story of the single-parent Dongbaek, the owner of Camellia Bar among a small neighborhood, who is also being the next murder target of a serial killer case."
