ID,BirthYear,Education,Marital_Status,Income,NKids,EnrollDate,Recency,Complain,AmtFruits,AmtMeats,AmtFish,AmtSweets,AmtGold,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumDiscPurchases,AccCampaign,Response
1080,1976,PhD,Single,42473,2,17/2/2014,72,0,1,21,0,4,25,2,1,4,3,None,No
1081,1987,Master,Single,41020,0,28/10/2013,68,0,1,54,7,7,36,3,2,4,1,None,No
1082,1973,Graduation,Married,34961,1,19/6/2014,77,0,2,26,4,1,1,3,1,3,3,None,No
1083,1975,2n Cycle,Single,41658,2,9/11/2012,30,0,4,12,15,4,29,1,1,2,2,None,No
1084,1964,PhD,Married,41551,2,14/8/2013,51,0,0,33,3,0,23,5,1,5,5,None,No
1085,1989,Graduation,Single,18358,1,20/11/2013,49,0,8,19,16,4,4,3,0,4,3,None,No
1086,1970,PhD,Married,69084,1,19/11/2013,43,0,107,199,39,30,30,7,3,13,2,None,No
1087,1973,Master,Married,38961,1,30/12/2013,60,0,7,19,0,1,24,2,1,2,1,None,No
1088,1986,Graduation,Together,78394,0,15/2/2013,13,0,27,697,216,24,166,4,6,5,1,None,Yes
1089,1974,PhD,Together,79632,0,8/4/2014,42,0,0,510,99,21,12,6,4,9,1,None,No
1090,1974,PhD,Single,30899,1,13/10/2012,35,0,0,8,0,0,1,1,0,3,2,None,No
1091,1971,Master,Married,38196,2,18/4/2014,20,0,0,11,0,0,3,2,0,4,3,None,No
1092,1951,Graduation,Together,40689,1,18/3/2013,69,0,3,27,39,6,99,7,1,5,7,None,No
1093,1976,Master,Together,21024,0,4/7/2013,89,0,4,18,6,2,18,2,0,4,1,None,No
1094,1973,Master,Divorced,44051,2,29/1/2013,20,0,7,58,6,3,18,3,1,4,4,None,Yes
1095,1981,PhD,Married,58293,1,19/1/2014,94,0,43,118,46,27,15,5,3,6,5,None,No
1096,1949,PhD,Divorced,35946,2,27/9/2013,24,0,0,3,0,0,0,0,0,3,1,None,No
1097,1977,Graduation,Married,74985,0,11/9/2012,8,1,51,898,247,0,86,3,6,7,1,None,No
1098,1960,2n Cycle,Married,82504,0,27/7/2013,2,0,50,431,134,35,54,3,6,7,1,None,No
1099,1971,Master,Together,157733,1,4/6/2013,37,0,1,9,2,0,8,1,0,1,0,None,No
1100,1962,2n Cycle,Divorced,81975,1,5/1/2013,2,0,76,184,180,138,27,6,3,4,1,None,No
1101,1976,Basic,Divorced,9548,1,8/8/2012,31,0,1,3,10,6,9,1,0,3,2,None,No
1102,1973,2n Cycle,Married,23559,1,3/7/2013,87,0,5,19,7,0,23,3,0,3,3,None,No
1103,1991,Master,Single,90638,0,13/2/2014,29,0,120,915,94,144,96,3,4,10,1,None,Yes
1104,1973,PhD,Married,32644,1,16/1/2013,38,0,3,141,0,7,23,7,1,6,4,None,No
1105,1989,Graduation,Single,21474,1,8/4/2014,0,0,16,24,11,0,34,3,1,2,2,None,Yes
1106,1979,Graduation,Married,2447,1,6/1/2013,42,0,1,1725,1,1,1,0,28,0,15,None,No
1107,1953,Graduation,Together,94384,0,4/3/2013,62,0,24,790,160,45,172,5,8,5,0,First,Yes
1108,1964,Graduation,Married,48920,2,20/10/2013,93,0,17,68,8,10,6,6,2,5,3,None,No
1109,1977,Graduation,Single,23763,1,7/8/2012,64,0,0,6,6,2,6,1,0,3,1,None,No
1110,1979,Basic,Single,16014,2,17/3/2013,42,0,9,4,7,8,7,1,1,4,4,None,No
1111,1988,Graduation,Married,68487,0,13/1/2013,48,0,12,385,33,89,89,9,7,13,1,None,No
1112,1954,Graduation,Together,53103,1,12/9/2013,70,0,17,133,11,0,195,10,6,7,5,None,No
1113,1983,Graduation,Together,28359,1,27/10/2013,35,0,0,5,2,1,2,1,0,2,1,None,No
1114,1983,Graduation,Married,39922,1,14/2/2013,30,0,12,59,19,1,36,3,0,4,2,None,No
1115,1948,PhD,Married,45579,1,20/8/2013,10,0,1,33,2,1,1,4,1,4,1,None,No
1116,1956,Graduation,Together,54450,2,14/9/2012,0,0,0,171,8,19,32,9,2,8,12,None,No
1117,1965,PhD,Widow,54111,1,25/8/2013,97,0,6,54,8,3,50,5,2,6,2,None,No
1118,1956,Master,Married,90226,0,26/9/2012,26,0,108,649,253,151,108,4,7,12,1,First,No
1119,1979,Master,Married,45057,1,1/12/2013,80,0,0,7,3,0,3,2,0,3,1,None,No
1120,1971,PhD,Married,32011,1,22/8/2013,89,1,0,15,2,1,5,2,1,4,3,None,No
1121,1974,Graduation,Married,67445,1,12/8/2012,63,0,80,217,29,80,11,9,6,12,5,None,No
1122,1970,Graduation,Single,43020,1,30/11/2013,79,0,7,99,4,25,43,4,1,4,3,None,No
1123,1951,Master,Together,47352,1,11/4/2013,70,0,12,112,8,0,15,6,1,5,4,None,No
1124,1976,Graduation,Married,39356,2,19/3/2014,21,0,0,2,0,0,6,1,0,2,1,None,No
1125,1977,Master,Married,43263,1,21/11/2012,2,0,6,61,0,10,102,5,2,6,3,None,No
1126,1977,Master,Married,55842,1,23/5/2014,19,0,0,39,0,4,24,7,1,8,1,None,No
1127,1966,Graduation,Together,37758,2,4/10/2012,49,0,2,10,0,0,1,1,0,3,2,None,No
1128,1969,Graduation,Married,25293,1,15/9/2013,51,0,0,11,0,2,9,1,1,2,1,None,No
1129,1956,Graduation,Together,64090,1,7/8/2013,8,0,58,161,76,51,135,6,9,4,1,None,Yes
1130,1957,Graduation,Single,58138,0,4/9/2012,58,0,88,546,172,88,88,8,10,4,3,None,Yes
1131,1987,Graduation,Together,22434,1,13/2/2013,25,0,12,11,3,13,15,2,0,3,2,None,No
1132,1946,PhD,Together,64014,3,10/6/2014,56,0,0,30,0,0,8,8,2,5,7,First,No
1133,1975,Master,Married,47808,1,20/10/2013,30,0,1,26,2,0,72,3,2,3,2,None,No
1134,1959,Graduation,Together,87771,1,22/5/2013,61,0,38,287,50,57,33,5,10,4,1,Both,Yes
1135,1975,Graduation,Divorced,83829,0,8/10/2013,78,0,161,430,186,161,27,4,7,6,0,First,Yes
1136,1966,Graduation,Together,57811,1,24/6/2013,49,0,7,114,37,21,78,7,2,11,5,None,No
1137,1970,Graduation,Single,67384,1,10/11/2012,32,0,40,175,158,53,107,7,8,5,2,None,No
1138,1972,PhD,Married,78075,0,5/4/2014,72,0,8,259,34,35,80,3,5,5,1,None,No
1139,1982,PhD,Married,84169,0,7/8/2013,9,0,19,403,0,19,0,7,6,6,1,None,Yes
1140,1963,Master,Divorced,48721,2,13/5/2013,50,0,18,113,47,13,21,4,2,5,6,None,No
1141,1975,Graduation,Divorced,153924,0,7/2/2014,81,0,1,1,1,1,1,0,0,0,0,None,No
1142,1954,PhD,Single,90933,0,31/3/2014,90,0,31,430,62,63,79,4,6,4,1,None,No
1143,1974,Graduation,Married,60093,1,26/6/2013,92,0,12,109,16,6,90,7,2,10,2,None,No
1144,1969,Graduation,Together,62882,1,9/8/2012,26,0,133,497,78,24,97,7,5,6,2,None,No
1145,1983,Graduation,Together,43776,1,3/5/2014,77,0,0,9,2,1,3,1,0,2,1,None,No
1146,1972,Graduation,Single,21359,1,20/4/2013,1,0,2,17,6,1,10,2,0,3,2,None,Yes
1147,1964,Graduation,Divorced,51983,1,31/8/2012,95,0,0,115,10,7,30,9,2,10,3,None,No
1148,1956,2n Cycle,Together,58821,1,12/10/2013,44,0,14,154,19,0,28,9,2,9,1,None,No
1149,1989,PhD,Together,66973,0,17/5/2013,98,0,22,432,147,113,102,8,7,12,1,None,No
1150,1965,Graduation,Together,33456,2,21/4/2014,58,0,3,10,8,1,7,1,0,3,2,None,No
1151,1969,Graduation,Married,48752,2,12/12/2012,8,0,57,100,71,15,0,6,1,5,5,None,Yes
1152,1980,Master,Married,31535,1,26/9/2013,95,0,4,13,0,0,19,1,1,2,1,None,No
1153,1964,PhD,Single,61798,0,23/11/2013,13,0,4,89,11,8,13,4,2,9,1,None,No
1154,1982,Graduation,Together,61416,0,8/2/2013,25,0,154,323,201,61,78,10,3,10,1,None,No
1155,1991,Graduation,Single,49767,0,2/5/2013,92,0,47,197,55,42,149,5,4,8,1,None,No
1156,1980,Graduation,Married,50183,2,25/6/2014,47,0,12,84,13,10,15,3,1,6,7,None,No
1157,1963,Graduation,Single,30983,0,9/11/2012,50,0,4,50,12,1,49,4,0,3,1,None,Yes
1158,1979,Master,Together,62499,1,9/12/2013,0,0,4,61,0,13,4,3,1,6,2,None,No
1159,1957,Graduation,Together,42213,1,12/10/2013,96,0,3,24,4,3,20,5,1,7,2,None,No
1160,1972,Graduation,Married,36026,3,16/3/2014,34,0,4,10,6,4,17,2,0,3,2,None,No
1161,1964,PhD,Married,60896,1,11/10/2012,90,0,30,399,60,46,153,9,10,4,3,None,Yes
1162,1960,PhD,Divorced,50611,1,4/10/2012,98,0,0,24,6,0,4,4,5,7,6,None,No
1163,1984,2n Cycle,Married,35684,1,22/4/2014,66,0,4,7,0,6,3,1,0,3,1,None,No
1164,1953,PhD,Single,64108,1,23/3/2013,8,0,10,86,13,21,21,6,9,11,4,None,No
1165,1971,Master,Divorced,44635,2,11/10/2013,25,0,0,9,0,0,3,2,0,3,2,None,No
1166,1980,Graduation,Divorced,81702,0,23/9/2012,98,0,50,774,28,31,187,7,7,12,1,None,No
1167,1989,Basic,Married,25443,1,22/12/2012,82,0,4,3,8,9,7,1,0,3,1,None,No
1168,1970,Graduation,Together,40548,1,10/10/2012,31,0,0,5,2,0,3,2,1,4,2,None,No
1169,1950,Graduation,Married,80763,0,15/8/2013,17,0,168,108,192,42,231,5,11,6,1,First,Yes
1170,1956,PhD,Married,84117,0,11/5/2014,60,0,76,749,59,45,26,7,10,6,1,None,No
1171,1976,PhD,Together,49187,1,11/1/2014,63,0,1,31,2,1,0,1,1,5,1,None,No
1172,1983,Master,Single,31788,1,20/3/2014,15,1,7,23,0,8,6,3,0,4,3,None,No
1173,1983,Master,Married,27100,1,5/4/2013,64,0,0,13,2,0,10,1,0,3,1,None,No
1174,1974,PhD,Married,61917,2,20/11/2013,83,0,4,36,2,2,1,2,0,4,1,None,No
1175,1991,Master,Single,90638,0,13/2/2014,29,0,120,915,94,144,96,3,4,10,1,None,No
1176,1970,2n Cycle,Divorced,25959,2,14/2/2013,1,0,2,12,7,5,26,1,2,2,2,None,Yes
1177,1965,Graduation,Married,59754,1,1/12/2012,96,0,27,44,4,146,139,5,2,6,3,None,Yes
1178,1973,2n Cycle,Divorced,31163,1,13/2/2014,54,0,3,10,11,2,10,1,0,3,1,None,No
1179,1983,Graduation,Together,39453,1,3/4/2014,64,0,0,7,0,0,2,2,0,3,2,None,No
1180,1982,Graduation,Married,65169,0,14/1/2014,23,0,0,69,0,0,46,10,4,13,1,Both,Yes
1181,1972,Master,Together,49854,1,10/11/2013,63,0,17,171,39,0,30,6,2,5,5,None,No
1182,1982,2n Cycle,Together,58582,1,28/9/2013,15,0,35,106,101,77,42,9,2,9,2,None,No
1183,1972,Graduation,Together,46053,1,17/2/2013,46,0,10,92,19,7,25,3,2,4,3,None,No
1184,1985,Graduation,Married,31158,1,27/1/2013,62,0,6,16,20,0,5,2,0,3,2,None,No
1185,1974,PhD,Married,46374,1,17/3/2014,1,0,0,21,0,0,17,7,1,7,3,First,Yes
1186,1963,Graduation,Married,77437,0,26/11/2013,70,0,21,442,29,44,29,4,5,13,1,None,No
1187,1973,Master,Together,,0,23/11/2013,87,0,37,359,98,28,18,2,4,8,1,None,No
1188,1972,Basic,Married,14188,0,28/2/2013,40,0,7,11,16,12,27,2,0,4,1,None,No
1189,1970,PhD,Single,32303,1,8/3/2014,63,0,0,2,0,0,2,1,0,4,2,None,No
1190,1972,PhD,Together,34578,3,11/4/2014,1,0,0,1,0,0,0,1,0,2,1,None,No
1191,1958,Graduation,Divorced,35246,2,16/4/2014,53,0,0,12,2,2,10,3,1,3,4,None,No
1192,1972,PhD,Single,86857,0,12/9/2012,96,0,102,838,133,102,40,5,6,10,1,None,Yes
1193,1967,Graduation,Married,77870,1,22/8/2012,93,0,50,500,65,50,133,5,5,5,3,First,Yes
1194,1960,2n Cycle,Together,92556,0,20/4/2014,32,0,183,352,184,23,28,3,5,13,0,None,No
1195,1976,PhD,Divorced,14849,1,2/7/2013,39,0,2,28,3,2,9,2,0,4,3,None,No
1196,1967,Graduation,Married,51479,2,28/12/2012,67,0,8,160,6,8,65,6,3,6,7,None,No
1197,1966,Graduation,Together,60894,1,28/6/2013,61,0,7,155,10,0,54,10,3,8,5,None,No
1198,1977,Graduation,Divorced,40246,1,19/12/2012,68,0,1,6,2,1,1,1,0,2,1,None,No
1199,1969,Graduation,Divorced,69901,1,29/5/2013,95,0,21,206,102,92,149,7,3,10,3,None,No
1200,1970,Graduation,Together,81205,0,13/1/2014,43,0,74,929,97,55,130,5,6,7,1,Second,Yes
1201,1953,Graduation,Married,47703,1,29/5/2013,95,0,0,134,13,26,123,6,3,8,4,None,No
1202,1974,Graduation,Together,48186,1,20/3/2014,39,0,3,66,12,7,34,4,1,4,3,None,No
1203,1980,Graduation,Married,19107,1,22/8/2013,49,0,4,9,10,5,16,1,0,3,2,None,No
1204,1979,Master,Together,24401,0,31/8/2012,98,0,28,217,10,24,115,6,1,6,3,None,No
1205,1951,Graduation,Single,60689,1,1/6/2013,23,0,90,216,63,6,24,4,4,10,4,None,No
1206,1972,Graduation,Married,77981,1,26/5/2013,78,0,120,204,16,126,60,7,4,7,3,None,No
1207,1973,2n Cycle,Married,35688,3,22/8/2012,94,0,3,90,12,1,32,4,1,4,7,None,No
1208,1980,Graduation,Married,34968,1,10/4/2013,11,0,6,45,8,2,2,3,2,5,7,None,No
1209,1987,Master,Married,73395,0,18/3/2014,94,0,7,80,20,7,11,4,4,6,1,None,No
1210,1950,PhD,Together,5648,2,13/3/2014,68,0,0,6,1,1,13,1,0,0,1,None,No
1211,1952,Master,Married,33444,2,3/11/2012,24,0,0,8,0,0,2,1,0,2,1,None,No
1212,1964,Graduation,Married,58512,1,19/9/2013,25,0,10,101,13,0,152,3,4,8,5,None,No
1213,1974,PhD,Married,40344,1,13/10/2013,48,0,0,6,0,0,2,4,1,5,2,None,No
1214,1973,PhD,Married,37401,1,6/5/2014,14,0,3,19,3,1,3,2,0,3,2,None,No
1215,1956,Master,Single,55284,1,24/12/2012,60,0,7,140,0,7,63,7,5,8,3,None,No
1216,1971,Graduation,Together,38232,2,17/1/2014,84,0,5,28,7,6,33,3,1,3,4,None,No
1217,1975,Graduation,Single,57338,1,29/4/2014,96,0,6,52,11,8,17,4,1,5,2,None,No
1218,1972,Master,Divorced,42618,1,9/10/2013,92,0,14,74,13,5,10,5,0,4,2,None,No
1219,1962,Graduation,Together,72025,0,17/11/2012,27,0,33,549,151,133,233,4,3,8,1,None,No
1220,1948,PhD,Divorced,45072,3,16/10/2013,74,0,2,99,7,2,30,6,1,4,5,None,No
1221,1968,Graduation,Single,35893,2,15/10/2012,80,0,0,23,0,0,18,3,1,5,6,None,No
1222,1978,Graduation,Married,42693,1,7/6/2014,29,0,4,20,6,3,16,1,0,3,1,None,No
1223,1974,PhD,Married,45207,2,10/11/2012,64,0,0,10,0,0,2,3,1,6,5,None,No
1224,1952,Graduation,Together,33402,2,18/7/2013,60,0,2,19,10,5,8,2,1,3,3,None,No
1225,1967,PhD,Single,40304,1,30/9/2013,82,0,0,17,0,0,3,2,0,3,1,None,No
1226,1965,Master,Single,33168,1,13/10/2012,0,0,1,37,0,1,3,2,1,4,3,None,No
1227,1989,2n Cycle,Together,10404,1,4/5/2014,52,0,2,11,10,6,12,1,0,4,2,None,No
1228,1959,2n Cycle,Divorced,78353,1,16/4/2013,51,0,122,476,39,153,34,10,2,11,1,None,No
1229,1949,Master,Married,48150,1,8/6/2013,24,0,2,39,3,2,47,5,1,4,3,None,No
1230,1962,Graduation,Divorced,39552,2,18/12/2012,54,0,3,147,4,24,41,6,2,5,7,None,Yes
1231,1979,Graduation,Married,56775,1,2/1/2013,62,0,35,160,58,35,35,5,8,10,2,None,No
1232,1971,PhD,Married,37126,1,30/3/2014,9,0,3,9,4,4,7,1,2,2,1,None,Yes
1233,1953,Graduation,Together,94384,0,4/3/2013,62,0,24,790,160,45,172,5,8,5,0,First,Yes
1234,1959,Master,Together,89120,0,17/3/2014,78,0,92,408,72,129,55,5,6,7,1,None,No
1235,1982,Master,Together,73450,0,5/12/2013,85,0,51,415,90,69,37,7,8,11,1,First,No
1236,1975,2n Cycle,Married,57036,1,11/12/2012,33,0,43,219,19,14,47,6,3,13,4,None,No
1237,1979,Graduation,Married,71626,0,1/11/2012,94,0,72,376,94,145,72,5,5,8,1,None,No
1238,1953,PhD,Together,64504,3,4/3/2013,81,0,36,168,16,0,108,11,3,4,7,None,Yes
1239,1989,Graduation,Single,81217,0,19/7/2013,77,0,70,324,146,40,84,3,7,11,1,None,No
1240,1970,Master,Single,75345,0,2/2/2013,16,0,57,842,99,38,133,5,8,6,1,First,Yes
1241,1955,Graduation,Married,80395,0,23/11/2013,62,0,25,706,80,76,48,6,5,12,1,First,No
1242,1959,Graduation,Single,50664,2,16/1/2013,64,0,8,104,6,4,126,8,1,6,9,None,No
1243,1948,Graduation,Married,42192,0,6/9/2013,40,0,15,15,17,6,7,2,1,3,1,None,No
1244,1968,2n Cycle,Married,48985,1,5/7/2013,13,0,13,18,10,7,8,1,1,3,1,None,No
1245,1963,PhD,Single,36736,2,10/5/2013,52,0,0,3,0,0,4,1,0,2,1,None,No
1246,1980,2n Cycle,Married,70829,2,1/12/2013,87,0,70,106,72,19,23,4,2,8,2,None,No
1247,1972,Master,Single,49494,1,25/4/2013,46,0,9,97,0,6,82,6,1,5,2,None,No
1248,1943,Master,Married,65073,0,20/8/2013,65,1,17,177,69,0,8,5,3,5,1,None,No
1249,1971,Graduation,Divorced,25818,1,18/10/2012,51,0,2,8,2,2,9,0,1,2,1,None,No
1250,1963,Graduation,Divorced,45146,2,15/7/2013,28,0,0,5,0,0,15,1,1,2,2,None,No
1251,1979,Graduation,Together,77298,1,2/11/2013,46,0,115,292,23,35,79,6,6,11,1,None,No
1252,1985,PhD,Married,33454,1,8/5/2013,32,0,10,56,3,1,23,4,0,4,2,None,No
1253,1950,2n Cycle,Together,52203,0,31/7/2012,36,0,21,238,56,108,28,8,7,11,1,None,No
1254,1984,Graduation,Together,26646,1,10/2/2014,26,0,4,20,10,3,5,2,0,4,2,None,No
1255,1962,Master,Married,58646,1,10/6/2013,3,0,1,44,6,5,22,2,1,4,1,None,No
1256,1969,PhD,Married,68462,0,12/12/2012,6,0,64,785,84,128,48,3,3,8,1,None,No
1257,1962,PhD,Single,27238,2,20/4/2013,39,0,0,17,0,0,3,3,0,3,3,None,No
1258,1951,Graduation,Married,75903,1,8/4/2013,50,0,108,185,130,38,100,6,6,9,2,None,No
1259,1978,Graduation,Single,38643,2,29/11/2013,45,1,2,14,0,1,10,2,0,3,2,None,No
1260,1960,Graduation,Together,63381,1,5/10/2012,78,0,50,142,33,50,159,4,5,13,4,None,No
1261,1947,Graduation,Together,74485,0,24/8/2013,58,0,149,815,173,49,49,6,7,12,1,None,No
1262,1967,Master,Single,32557,1,24/2/2014,13,0,3,29,0,4,10,2,1,3,3,None,Yes
1263,1976,PhD,Together,37395,1,2/5/2014,47,0,0,9,0,1,11,1,0,3,1,None,No
1264,1982,Master,Married,43815,1,5/4/2013,53,0,10,29,4,7,15,2,0,3,1,None,No
1265,1977,Graduation,Married,31353,2,29/12/2013,24,0,0,10,3,1,7,1,1,2,2,None,Yes
1266,1965,Graduation,Married,59594,1,20/10/2012,74,0,4,29,0,0,9,8,1,7,1,None,No
1267,1967,Graduation,Married,22574,3,28/10/2013,28,0,0,8,2,0,2,2,0,3,2,None,No
1268,1971,Graduation,Divorced,44421,2,15/2/2013,53,0,5,59,7,1,7,5,0,4,5,None,No
1269,1976,Graduation,Married,65991,1,7/9/2012,21,1,19,364,25,47,9,9,5,10,3,None,No
1270,1966,PhD,Single,7144,2,7/12/2013,92,0,4,33,5,2,291,23,1,1,0,None,No
1271,1950,PhD,Together,59292,1,13/6/2013,71,0,14,68,19,14,14,3,5,8,2,None,No
1272,1953,Graduation,Single,73892,0,13/11/2013,40,0,102,601,0,58,43,3,11,8,1,None,Yes
1273,1947,Master,Single,91712,0,17/10/2013,47,0,24,746,94,29,48,9,7,11,0,None,Yes
1274,1949,PhD,Widow,54356,1,19/11/2012,62,0,15,30,20,0,0,11,2,8,3,None,Yes
1275,1952,Master,Together,70545,1,3/6/2014,29,0,39,63,55,18,21,4,1,7,1,None,No
1276,1976,Master,Single,60482,1,23/1/2013,81,0,43,134,37,14,24,7,2,7,1,None,No
1277,1955,Master,Together,82384,0,19/11/2012,55,0,51,432,180,120,190,3,10,13,1,None,Yes
1278,1979,Graduation,Married,58025,1,26/11/2013,81,0,31,88,11,48,22,3,2,10,3,None,No
1279,1962,Master,Single,72217,0,10/4/2013,93,0,42,450,55,56,154,3,10,8,1,None,No
1280,1968,Graduation,Together,35322,3,22/8/2012,34,0,9,37,12,7,13,2,0,4,3,None,No
1281,1952,PhD,Married,50870,1,19/6/2014,13,0,0,8,0,0,2,2,0,3,1,None,No
1282,1948,Master,Married,83790,0,15/11/2013,81,0,16,417,42,48,16,8,10,6,1,None,No
1283,1966,Graduation,Divorced,55686,1,14/2/2013,27,0,0,199,37,47,26,6,3,5,2,None,No
1284,1968,Master,Divorced,63841,1,21/4/2013,64,0,15,100,20,7,131,9,3,9,1,None,No
1285,1986,Graduation,Together,34728,1,30/7/2013,2,1,0,16,0,0,6,1,1,2,1,None,Yes
1286,1951,Master,Together,59385,2,28/4/2013,85,0,0,10,0,4,36,3,1,4,2,None,No
1287,1986,PhD,Married,82333,0,30/3/2013,60,0,0,359,46,89,17,4,3,10,1,None,Yes
1288,1977,Graduation,Married,54233,1,4/2/2013,46,0,8,158,21,0,142,11,6,5,4,None,No
1289,1968,PhD,Divorced,42564,1,2/1/2013,28,0,48,186,39,18,198,6,8,4,6,None,Yes
1290,1986,PhD,Together,91820,0,23/11/2013,72,1,73,747,76,161,30,5,5,12,0,None,No
1291,1978,Graduation,Married,33039,1,9/9/2013,4,0,8,12,8,8,12,2,0,4,1,None,No
1292,1959,Graduation,Married,65031,1,17/3/2013,29,0,107,291,84,37,86,10,3,13,4,None,No
1293,1988,Graduation,Married,68487,0,13/1/2013,48,0,12,385,33,89,89,9,7,13,1,None,No
1294,1976,Master,Single,70893,0,6/2/2013,42,0,44,561,77,44,14,6,6,10,1,None,No
1295,1967,Graduation,Together,65777,0,19/12/2013,87,0,32,435,28,32,54,2,8,6,1,None,No
1296,1960,Graduation,Married,29315,2,6/4/2014,55,0,2,14,8,7,4,2,0,4,4,None,No
1297,1985,Graduation,Single,29938,1,27/10/2013,52,0,3,7,0,2,11,1,0,3,2,None,No
1298,1959,Graduation,Married,79823,1,31/3/2014,6,0,73,380,114,73,43,6,9,7,1,None,No
1299,1979,Basic,Single,15862,1,27/6/2013,26,0,1,4,11,9,10,1,0,3,1,None,No
1300,1987,Master,Divorced,61787,0,6/7/2013,71,0,73,414,78,48,85,8,4,6,1,None,No
1301,1984,Graduation,Together,15345,1,31/8/2012,51,0,2,16,3,2,19,1,1,2,2,None,Yes
1302,1978,Graduation,Married,44359,2,17/6/2014,19,0,0,14,7,3,1,2,0,4,3,None,No
1303,1959,2n Cycle,Divorced,59052,1,17/11/2013,29,0,35,75,63,57,31,7,1,7,3,None,No
1304,1987,2n Cycle,Married,30390,0,2/9/2013,5,0,12,12,25,1,20,2,0,3,1,None,No
1305,1954,PhD,Married,36930,1,17/5/2013,50,0,2,31,0,2,39,5,2,4,5,None,No
1306,1979,Graduation,Single,57537,1,10/6/2013,83,0,56,139,51,8,100,4,3,8,4,None,No
1307,1949,Master,Widow,47570,2,29/5/2013,3,0,1,20,0,2,31,2,2,2,3,None,Yes
1308,1953,Graduation,Together,48794,2,26/6/2014,97,0,0,11,3,0,15,1,0,3,1,None,No
1309,1971,PhD,Together,32892,1,25/5/2014,78,0,0,15,2,1,2,3,0,3,2,None,No
1310,1978,Graduation,Divorced,71022,1,11/2/2014,30,0,12,278,0,12,242,5,2,11,3,None,No
1311,1976,PhD,Together,52190,2,8/5/2014,39,0,0,17,0,0,18,2,1,3,3,None,No
1312,1974,Basic,Married,18393,1,29/3/2014,2,0,10,13,16,0,4,3,0,3,2,None,No
1313,1969,Graduation,Together,58917,3,24/3/2013,10,0,7,89,0,7,28,4,1,6,5,None,No
1314,1988,Master,Married,78285,0,28/10/2013,13,0,107,391,175,67,40,6,4,10,1,None,No
1315,1967,Graduation,Divorced,57136,0,18/5/2013,18,0,140,599,34,12,127,7,5,7,1,None,Yes
1316,1971,Master,Together,80573,0,14/10/2012,85,0,138,430,60,92,15,4,6,13,1,None,No
1317,1961,Graduation,Together,88347,0,3/7/2013,32,0,178,555,77,138,118,4,7,9,1,First,No
1318,1954,Graduation,Married,86718,0,17/1/2013,20,0,189,482,50,33,172,5,6,5,1,None,No
1319,1977,Graduation,Together,33178,1,30/1/2014,9,0,6,2,11,2,16,1,0,3,1,None,No
1320,1950,PhD,Widow,76842,0,3/5/2014,37,0,10,345,84,54,32,1,8,7,1,None,No
1321,1964,PhD,Married,45759,2,23/2/2013,13,0,1,18,3,0,4,2,0,3,2,None,No
1322,1985,2n Cycle,Single,41473,1,19/6/2013,80,0,8,20,15,3,9,2,0,3,1,None,No
1323,1958,Graduation,Married,61074,1,17/8/2012,37,0,0,133,0,28,152,11,5,8,7,None,No
1324,1967,Graduation,Together,66825,0,14/7/2013,73,0,101,405,29,40,40,4,5,6,1,None,No
1325,1976,Graduation,Divorced,64892,1,29/5/2014,77,0,24,230,32,24,65,6,4,12,2,None,No
1326,1982,Graduation,Married,28718,1,13/7/2013,78,0,4,6,11,8,16,2,0,3,2,None,No
1327,1969,Master,Single,62772,1,19/5/2013,74,0,49,157,43,8,108,5,6,11,1,None,No
1328,1965,PhD,Married,57236,2,12/3/2014,22,0,0,9,2,1,4,2,1,4,3,None,No
1329,1971,Master,Single,36230,1,17/10/2013,17,0,2,30,8,2,3,2,0,4,1,None,No
1330,1959,PhD,Married,38829,1,6/4/2014,86,0,0,7,0,0,16,3,2,2,1,None,No
1331,1960,Graduation,Married,51651,1,7/11/2012,32,0,6,23,13,6,92,6,2,5,4,None,No
1332,1975,2n Cycle,Together,19789,1,20/11/2013,24,0,5,9,28,6,28,2,1,3,3,None,No
1333,1980,Graduation,Single,30828,1,4/10/2013,16,0,11,15,2,0,12,1,1,4,2,None,No
1334,1977,Graduation,Together,39771,1,6/12/2013,92,0,2,18,2,8,14,2,0,3,1,None,No
1335,1989,Basic,Married,17487,1,18/3/2013,37,0,0,1,7,4,6,1,0,2,1,None,No
1336,1951,PhD,Widow,67680,1,11/6/2013,8,0,0,48,0,6,6,7,3,8,1,None,No
1337,1954,Graduation,Together,77972,0,18/3/2014,18,0,22,319,33,102,12,4,6,9,1,None,No
1338,1982,Master,Together,18492,1,5/6/2014,75,0,2,2,2,1,1,1,0,2,1,None,No
1339,1974,Graduation,Together,47889,1,4/1/2014,94,0,0,29,0,5,4,2,0,3,1,None,No
1340,1945,Master,Together,62847,0,15/1/2013,45,0,168,706,80,76,61,3,6,4,1,None,No
1341,1949,PhD,Together,67911,1,22/5/2014,63,0,0,356,63,28,0,6,7,11,3,None,No
1342,1949,Master,Married,76995,1,28/3/2013,91,0,80,498,0,16,176,11,4,9,2,First,No
1343,1954,PhD,Married,72550,2,8/11/2012,39,0,50,317,50,38,38,5,2,12,9,None,No
1344,1984,Graduation,Married,38680,1,28/3/2013,97,0,0,36,15,5,12,2,0,3,1,None,No
1345,1981,Graduation,Together,56386,2,27/10/2012,51,0,48,214,13,32,75,9,1,7,8,None,No
